id_sprzedaz,id_restauracji,id_pracownika,id_dania,data
8305,4,860,225,02/06/2022
8306,54,471,167,26/03/2021
8307,41,578,292,20/06/2022
8308,88,272,180,22/11/2021
8309,30,938,238,20/01/2022
8310,31,726,29,22/07/2020
8311,38,155,294,03/06/2020
8312,64,194,226,27/10/2021
8313,58,889,206,28/04/2022
8314,36,737,226,01/05/2021
8315,18,718,186,28/08/2022
8316,66,638,38,16/05/2021
8317,72,312,78,01/04/2022
8318,95,306,181,07/04/2020
8319,69,511,110,03/04/2020
8320,100,872,53,10/09/2022
8321,60,405,3,19/10/2021
8322,21,831,284,08/08/2022
8323,58,574,123,17/01/2021
8324,1,702,133,13/07/2022
8325,43,882,176,06/06/2021
8326,17,903,110,08/01/2021
8327,63,460,25,04/08/2022
8328,86,166,190,17/11/2021
8329,10,285,108,01/07/2021
8330,27,440,181,30/12/2021
8331,37,945,213,05/04/2020
8332,22,722,136,20/06/2021
8333,17,672,60,30/11/2020
8334,52,508,155,05/10/2020
8335,92,902,223,16/12/2020
8336,1,739,107,04/07/2022
8337,17,937,203,20/10/2021
8338,6,490,257,18/08/2021
8339,55,929,42,10/03/2020
8340,88,417,295,25/09/2022
8341,7,654,101,10/08/2022
8342,30,570,184,15/04/2020
8343,61,627,231,01/07/2021
8344,79,244,154,27/03/2022
8345,86,944,42,29/03/2020
8346,6,888,276,25/06/2020
8347,1,437,40,17/07/2020
8348,14,939,184,11/09/2020
8349,68,998,265,22/12/2021
8350,62,858,105,20/04/2022
8351,99,380,218,05/02/2020
8352,70,570,294,12/04/2021
8353,54,170,72,19/07/2022
8354,33,902,146,10/01/2022
8355,76,286,75,27/08/2020
8356,95,505,205,03/10/2021
8357,46,447,292,04/03/2022
8358,96,990,74,26/10/2022
8359,51,704,65,01/05/2020
8360,100,489,192,25/12/2021
8361,50,190,39,18/10/2020
8362,45,189,123,15/07/2022
8363,31,713,201,17/04/2022
8364,29,438,174,25/03/2022
8365,54,764,54,08/02/2021
8366,6,290,37,22/05/2022
8367,79,946,124,27/04/2020
8368,73,205,267,27/10/2021
8369,57,184,192,24/03/2022
8370,16,390,295,10/07/2021
8371,84,195,179,01/04/2021
8372,72,758,122,03/08/2022
8373,75,364,78,05/06/2021
8374,21,741,119,12/06/2020
8375,97,1000,166,09/02/2022
8376,4,890,50,24/11/2020
8377,10,505,178,29/06/2021
8378,34,586,176,08/10/2021
8379,16,988,149,29/05/2020
8380,59,800,192,01/06/2022
8381,7,999,235,16/11/2020
8382,19,833,157,19/05/2020
8383,9,697,3,30/06/2022
8384,3,619,189,02/12/2021
8385,39,462,106,02/11/2020
8386,31,719,163,08/11/2022
8387,70,503,129,20/03/2020
8388,74,749,134,31/08/2021
8389,29,878,37,09/10/2022
8390,44,970,31,11/04/2021
8391,21,565,214,08/02/2022
8392,35,331,109,04/03/2020
8393,61,357,210,04/05/2021
8394,59,682,134,29/03/2021
8395,85,294,265,23/08/2022
8396,72,225,198,15/07/2020
8397,32,224,170,19/08/2021
8398,31,942,146,15/12/2021
8399,51,169,22,27/08/2020
8400,26,993,208,10/08/2021
8401,65,800,138,28/02/2021
8402,57,147,87,02/06/2022
8403,55,156,248,27/12/2020
8404,62,564,198,27/08/2020
8405,46,816,187,14/12/2020
8406,30,230,271,27/01/2020
8407,53,755,205,24/12/2021
8408,93,895,154,16/06/2021
8409,50,277,158,07/03/2021
8410,78,169,52,12/07/2022
8411,89,950,292,25/08/2020
8412,17,475,200,26/03/2021
8413,70,172,224,09/05/2021
8414,76,988,125,24/10/2022
8415,26,236,125,06/05/2020
8416,20,467,209,18/05/2022
8417,18,778,52,07/06/2020
8418,57,893,124,20/06/2021
8419,11,420,122,18/08/2022
8420,74,739,40,27/09/2021
8421,65,163,1,02/04/2021
8422,48,841,88,12/01/2022
8423,84,579,215,24/04/2020
8424,7,741,300,24/12/2020
8425,13,546,235,24/09/2021
8426,56,257,101,28/02/2021
8427,30,884,24,25/11/2020
8428,18,341,86,18/05/2020
8429,90,203,141,22/03/2020
8430,4,698,159,02/11/2021
8431,99,584,63,20/07/2021
8432,58,731,9,25/08/2020
8433,73,496,124,29/11/2020
8434,18,499,24,13/09/2021
8435,65,607,257,05/05/2022
8436,96,972,297,18/02/2022
8437,79,387,111,23/07/2022
8438,94,533,187,24/05/2020
8439,50,563,280,26/10/2022
8440,93,907,45,14/09/2021
8441,37,374,242,21/01/2021
8442,91,262,43,25/12/2020
8443,4,192,20,24/05/2021
8444,85,147,148,07/05/2020
8445,77,633,66,05/02/2022
8446,74,166,265,04/02/2022
8447,32,924,226,05/10/2021
8448,94,396,142,17/09/2022
8449,9,452,242,22/03/2021
8450,34,190,184,08/08/2020
8451,37,527,234,30/07/2022
8452,98,634,218,25/02/2022
8453,10,993,148,03/09/2021
8454,100,779,250,05/03/2021
8455,14,980,262,10/07/2021
8456,26,695,72,05/12/2021
8457,94,728,72,26/10/2021
8458,2,223,54,20/02/2022
8459,92,861,78,09/04/2022
8460,31,519,59,17/02/2020
8461,42,790,182,06/06/2021
8462,45,558,149,14/06/2021
8463,55,196,123,05/07/2020
8464,89,512,75,16/02/2020
8465,30,976,217,02/01/2021
8466,61,576,137,28/09/2021
8467,55,600,91,21/03/2021
8468,69,638,200,18/01/2021
8469,36,472,60,05/10/2022
8470,84,405,189,03/08/2021
8471,95,862,140,20/01/2020
8472,86,964,64,15/04/2022
8473,6,908,2,21/01/2020
8474,12,533,57,13/07/2020
8475,63,947,123,16/08/2021
8476,2,151,49,14/07/2022
8477,35,814,6,11/01/2021
8478,43,635,52,18/12/2020
8479,10,237,70,02/03/2022
8480,31,165,15,23/01/2020
8481,29,791,231,11/06/2020
8482,91,580,113,29/07/2022
8483,99,950,4,15/10/2022
8484,19,216,296,10/07/2022
8485,32,356,271,22/04/2021
8486,90,733,160,16/05/2022
8487,80,822,279,17/12/2022
8488,16,299,191,28/09/2020
8489,74,493,297,12/09/2022
8490,89,718,109,04/01/2021
8491,24,836,64,26/04/2022
8492,98,732,233,02/12/2022
8493,82,764,191,10/05/2022
8494,38,719,125,14/03/2022
8495,4,558,228,16/03/2021
8496,8,628,148,02/10/2020
8497,50,299,88,24/11/2021
8498,16,913,139,26/11/2021
8499,26,756,209,18/11/2021
8500,85,217,244,01/07/2021
8501,77,776,218,14/02/2020
8502,64,296,100,14/11/2020
8503,84,656,25,17/01/2021
8504,65,809,100,24/07/2020
8505,37,200,285,08/08/2022
8506,85,393,198,25/07/2021
8507,79,514,264,03/04/2021
8508,36,555,31,17/01/2020
8509,10,903,90,09/11/2022
8510,84,754,9,03/02/2020
8511,34,158,148,26/02/2022
8512,71,449,174,29/07/2021
8513,4,552,107,31/05/2020
8514,9,461,119,23/02/2022
8515,27,862,108,25/10/2022
8516,93,461,274,11/10/2021
8517,63,840,224,03/04/2020
8518,23,232,126,28/06/2021
8519,5,745,179,13/05/2021
8520,40,779,66,02/11/2022
8521,2,373,61,08/10/2021
8522,25,224,186,02/12/2022
8523,48,328,77,15/03/2022
8524,77,449,248,28/10/2022
8525,18,993,226,20/05/2022
8526,78,649,248,22/05/2022
8527,29,781,160,20/09/2022
8528,41,824,172,18/05/2021
8529,82,928,211,18/05/2020
8530,87,648,136,10/09/2021
8531,62,640,18,06/02/2022
8532,38,164,142,24/10/2021
8533,75,835,259,14/05/2020
8534,64,973,159,03/10/2022
8535,16,820,200,08/05/2021
8536,33,403,267,09/12/2021
8537,2,956,153,12/10/2021
8538,4,766,72,14/12/2022
8539,81,499,297,10/11/2020
8540,5,959,147,30/01/2022
8541,20,772,225,23/01/2021
8542,80,743,6,04/06/2022
8543,62,859,272,08/04/2021
8544,20,182,254,09/05/2020
8545,11,232,71,11/02/2022
8546,100,141,250,21/08/2021
8547,25,689,15,20/11/2022
8548,8,164,130,08/07/2022
8549,76,652,228,03/03/2021
8550,57,994,113,23/06/2020
8551,54,806,185,10/05/2022
8552,69,374,103,06/02/2021
8553,22,822,218,18/01/2021
8554,31,453,100,01/10/2020
8555,38,672,76,09/06/2020
8556,76,690,173,24/02/2022
8557,34,313,152,21/02/2022
8558,47,241,218,03/02/2022
8559,75,361,22,23/01/2020
8560,39,768,54,10/12/2020
8561,18,800,133,06/11/2022
8562,93,963,211,12/09/2020
8563,92,643,212,13/04/2020
8564,27,480,282,29/08/2022
8565,53,893,146,04/12/2022
8566,84,644,202,12/02/2020
8567,49,749,276,01/11/2020
8568,24,667,146,24/11/2022
8569,52,311,200,22/01/2020
8570,79,916,273,23/08/2022
8571,61,808,155,22/06/2020
8572,8,502,275,26/11/2022
8573,56,689,14,10/08/2021
8574,31,939,40,17/04/2021
8575,74,630,28,07/09/2022
8576,6,148,11,07/11/2021
8577,34,555,102,06/06/2021
8578,3,652,165,27/05/2022
8579,92,237,226,09/05/2022
8580,52,522,105,23/03/2022
8581,83,198,51,20/01/2022
8582,67,278,15,14/01/2022
8583,44,242,43,24/10/2022
8584,63,775,236,07/11/2022
8585,14,535,224,06/03/2020
8586,80,275,31,15/10/2021
8587,16,395,260,24/11/2021
8588,52,275,283,22/10/2021
8589,68,227,266,01/03/2021
8590,1,320,242,16/02/2022
8591,41,502,293,01/09/2022
8592,98,730,81,23/01/2021
8593,6,952,120,28/03/2020
8594,26,991,85,02/04/2021
8595,70,644,96,26/01/2022
8596,80,667,100,21/02/2021
8597,48,416,93,07/08/2020
8598,25,896,117,19/08/2021
8599,64,375,102,11/04/2020
8600,52,994,203,18/07/2022
8601,15,735,242,28/01/2021
8602,32,646,29,28/03/2022
8603,29,717,114,05/06/2020
8604,94,670,77,06/06/2020
8605,31,531,174,10/07/2021
8606,12,257,188,03/12/2021
8607,17,316,214,28/11/2020
8608,52,760,240,15/01/2022
8609,52,312,287,25/02/2022
8610,13,198,184,18/12/2022
8611,66,468,76,02/01/2022
8612,11,461,167,12/06/2021
8613,70,265,65,24/12/2021
8614,38,805,2,13/08/2021
8615,73,885,99,19/12/2022
8616,84,871,38,09/11/2021
8617,65,148,220,23/12/2021
8618,47,174,167,30/12/2022
8619,81,279,16,20/01/2022
8620,42,887,13,15/07/2022
8621,23,349,199,27/11/2021
8622,3,787,271,08/04/2021
8623,95,487,145,14/03/2021
8624,97,763,225,19/05/2020
8625,10,455,182,16/01/2022
8626,43,830,58,28/10/2021
8627,83,606,82,19/09/2022
8628,18,761,129,22/09/2020
8629,4,259,13,16/03/2020
8630,36,805,83,21/07/2020
8631,70,684,133,09/11/2020
8632,85,411,286,10/01/2022
8633,32,504,81,03/06/2021
8634,12,999,39,19/01/2022
8635,7,174,231,26/08/2021
8636,47,575,244,07/07/2022
8637,48,930,121,12/02/2020
8638,54,894,31,22/10/2021
8639,90,229,156,12/10/2022
8640,87,915,161,09/09/2022
8641,50,439,30,06/03/2022
8642,26,285,13,28/09/2022
8643,89,332,119,11/09/2020
8644,84,792,142,18/01/2020
8645,42,435,279,11/10/2021
8646,82,244,38,23/08/2020
8647,87,475,50,20/10/2022
8648,30,174,97,22/04/2020
8649,58,993,181,05/02/2022
8650,93,900,121,19/04/2022
8651,54,889,249,19/05/2022
8652,8,308,289,09/02/2020
8653,100,948,290,20/11/2020
8654,59,699,218,21/09/2021
8655,17,295,50,03/12/2021
8656,72,955,120,06/02/2021
8657,73,168,66,19/11/2021
8658,76,461,218,30/07/2022
8659,82,525,56,27/01/2021
8660,34,860,217,06/08/2020
8661,83,748,235,20/11/2021
8662,98,726,278,27/12/2020
8663,22,143,69,10/03/2020
8664,41,685,291,18/09/2020
8665,10,739,48,05/11/2022
8666,43,862,279,16/02/2022
8667,38,444,158,11/10/2022
8668,3,194,211,01/05/2022
8669,96,333,128,16/10/2020
8670,60,343,257,06/04/2020
8671,44,718,185,13/07/2021
8672,73,501,281,07/11/2021
8673,60,562,41,13/09/2022
8674,18,875,243,09/04/2020
8675,7,697,86,30/06/2020
8676,34,836,227,22/08/2022
8677,5,279,41,11/01/2021
8678,73,698,82,16/10/2021
8679,63,809,179,08/12/2021
8680,95,739,180,22/10/2021
8681,94,629,48,26/05/2021
8682,69,621,224,17/01/2020
8683,60,319,81,30/05/2020
8684,17,496,230,13/03/2020
8685,57,550,36,18/09/2021
8686,98,278,244,06/08/2020
8687,62,842,244,15/03/2022
8688,100,175,10,08/07/2020
8689,25,690,232,27/05/2021
8690,67,609,27,30/12/2021
8691,36,594,227,28/11/2021
8692,99,864,229,08/01/2022
8693,7,838,198,23/07/2021
8694,21,268,56,09/07/2021
8695,67,807,274,15/09/2020
8696,13,177,11,25/09/2022
8697,2,608,119,24/09/2020
8698,88,679,277,20/07/2021
8699,26,672,232,03/09/2022
8700,87,378,150,07/03/2020
8701,71,883,269,01/10/2020
8702,32,824,143,05/07/2020
8703,13,374,6,27/09/2022
8704,60,549,237,12/01/2022
8705,15,930,191,02/05/2021
8706,40,926,24,14/04/2022
8707,87,750,216,05/08/2021
8708,53,417,72,27/02/2022
8709,62,775,223,27/05/2020
8710,16,341,53,30/09/2020
8711,15,621,256,09/09/2021
8712,59,696,160,13/04/2022
8713,30,624,227,25/10/2020
8714,50,887,191,11/02/2021
8715,24,758,231,27/08/2021
8716,43,391,226,04/10/2020
8717,91,630,215,18/09/2021
8718,63,562,225,13/02/2021
8719,54,147,180,20/03/2020
8720,20,197,273,02/12/2020
8721,2,517,196,22/12/2022
8722,36,370,84,09/04/2020
8723,19,730,242,29/06/2021
8724,1,434,217,03/03/2022
8725,23,927,220,26/07/2022
8726,77,800,215,17/12/2022
8727,22,880,270,02/04/2020
8728,18,814,251,11/11/2021
8729,14,489,300,16/02/2021
8730,47,349,73,06/01/2020
8731,100,688,240,10/07/2021
8732,76,499,34,06/12/2020
8733,23,744,31,30/05/2020
8734,35,870,199,25/05/2020
8735,66,465,129,17/12/2020
8736,62,148,3,02/06/2022
8737,39,250,145,13/12/2022
8738,49,857,212,05/06/2020
8739,60,637,266,27/04/2022
8740,60,366,44,12/01/2022
8741,48,776,75,04/02/2020
8742,37,755,183,24/12/2020
8743,33,721,18,07/06/2022
8744,93,901,124,23/08/2021
8745,50,797,70,09/01/2022
8746,88,766,268,01/03/2021
8747,97,643,163,04/07/2020
8748,90,982,293,06/10/2021
8749,47,200,290,22/02/2020
8750,36,689,190,29/01/2020
8751,2,881,154,01/08/2020
8752,76,579,127,19/03/2020
8753,96,448,252,11/09/2022
8754,60,226,60,15/02/2022
8755,13,301,187,17/01/2021
8756,96,885,70,28/10/2022
8757,88,721,42,14/01/2022
8758,50,414,223,12/11/2021
8759,65,386,299,16/12/2020
8760,67,656,125,12/01/2022
8761,30,188,200,09/11/2022
8762,69,782,46,26/02/2022
8763,97,574,56,18/04/2021
8764,89,608,280,16/04/2021
8765,26,413,94,10/06/2022
8766,79,885,102,17/01/2021
8767,86,992,81,13/06/2020
8768,66,463,282,11/03/2020
8769,61,626,78,04/11/2021
8770,51,940,297,12/10/2021
8771,92,873,92,05/02/2022
8772,21,642,157,21/09/2020
8773,76,579,158,12/03/2020
8774,96,718,229,14/01/2021
8775,41,746,25,29/03/2022
8776,98,620,254,03/04/2020
8777,56,549,25,08/10/2020
8778,94,658,46,09/04/2021
8779,10,791,112,09/01/2020
8780,46,258,2,27/12/2021
8781,51,936,80,23/06/2021
8782,83,551,238,12/01/2020
8783,40,948,297,23/11/2020
8784,81,635,2,26/09/2021
8785,28,450,272,27/02/2020
8786,94,959,13,17/06/2020
8787,41,661,153,22/01/2020
8788,94,409,132,05/01/2020
8789,89,760,145,29/04/2020
8790,14,300,31,10/08/2020
8791,63,181,270,06/10/2020
8792,66,438,125,06/11/2020
8793,74,812,166,11/07/2020
8794,3,513,224,23/05/2020
8795,82,459,53,08/12/2021
8796,3,375,64,13/01/2021
8797,73,637,1,08/04/2020
8798,28,325,297,03/07/2020
8799,74,399,292,02/08/2022
8800,60,362,268,29/10/2022
8801,46,670,251,05/12/2021
8802,79,751,200,06/05/2022
8803,78,253,8,28/01/2022
8804,90,403,287,14/02/2022
8805,14,539,246,03/03/2021
8806,32,529,280,30/03/2022
8807,84,428,190,12/12/2021
8808,65,305,189,20/06/2022
8809,87,418,268,04/11/2021
8810,46,306,58,12/10/2022
8811,44,428,189,03/02/2022
8812,59,430,285,15/03/2022
8813,68,472,10,26/10/2020
8814,24,232,228,23/03/2021
8815,93,601,252,12/03/2021
8816,9,761,91,09/12/2021
8817,51,193,76,01/11/2022
8818,3,217,269,22/02/2020
8819,23,157,185,12/03/2021
8820,64,702,105,27/07/2021
8821,80,711,144,29/07/2022
8822,36,141,152,01/09/2020
8823,15,320,275,31/05/2022
8824,38,866,166,21/07/2022
8825,86,833,103,10/09/2021
8826,62,264,259,09/06/2020
8827,80,521,97,05/11/2022
8828,86,817,215,10/10/2022
8829,96,553,95,03/07/2020
8830,35,242,70,21/06/2021
8831,76,653,156,11/12/2020
8832,85,866,285,21/06/2020
8833,62,865,77,01/01/2020
8834,95,574,44,11/06/2022
8835,58,854,18,19/08/2021
8836,85,861,155,05/09/2022
8837,93,770,14,01/05/2021
8838,24,527,117,18/01/2021
8839,34,218,180,07/06/2021
8840,60,292,248,08/09/2021
8841,60,396,3,12/01/2020
8842,14,459,141,26/12/2021
8843,36,307,156,02/07/2022
8844,36,735,206,23/11/2022
8845,87,539,239,20/02/2020
8846,33,512,140,20/11/2020
8847,67,331,123,16/12/2020
8848,15,541,176,29/06/2020
8849,67,649,176,19/10/2021
8850,22,459,189,24/08/2020
8851,59,525,298,13/08/2020
8852,69,898,119,28/06/2021
8853,46,467,259,18/08/2021
8854,5,614,25,27/06/2020
8855,27,352,279,28/03/2020
8856,70,988,103,11/03/2021
8857,28,972,158,20/09/2020
8858,16,848,87,24/04/2021
8859,44,345,108,16/10/2020
8860,67,225,176,13/05/2021
8861,18,337,226,24/06/2022
8862,100,896,207,05/05/2020
8863,39,503,67,10/03/2022
8864,19,346,299,27/03/2020
8865,62,546,252,17/11/2021
8866,10,424,11,07/11/2021
8867,67,351,22,23/08/2021
8868,79,622,286,06/04/2022
8869,27,193,87,30/03/2021
8870,83,684,166,01/12/2021
8871,29,398,200,19/02/2020
8872,37,569,46,20/05/2020
8873,41,196,141,02/03/2022
8874,23,449,284,14/03/2022
8875,99,889,176,24/06/2020
8876,72,777,125,13/11/2022
8877,27,690,159,06/02/2022
8878,59,153,219,15/09/2022
8879,70,676,298,13/09/2021
8880,73,502,130,08/02/2022
8881,83,754,204,03/12/2022
8882,52,788,4,21/03/2020
8883,35,608,275,22/11/2022
8884,24,324,79,14/04/2022
8885,95,587,157,16/03/2022
8886,83,940,44,17/08/2021
8887,6,699,188,10/09/2022
8888,89,220,27,21/03/2020
8889,15,695,295,22/05/2022
8890,14,425,54,29/03/2020
8891,38,217,100,22/09/2020
8892,20,625,152,28/08/2021
8893,13,632,43,07/03/2022
8894,55,431,15,09/07/2020
8895,90,998,231,19/12/2021
8896,75,258,8,21/06/2020
8897,97,261,163,05/06/2020
8898,37,155,259,29/09/2021
8899,1,893,103,20/04/2022
8900,22,688,46,04/05/2021
8901,69,960,176,15/10/2021
8902,66,417,118,18/03/2021
8903,29,422,44,27/06/2021
8904,70,758,171,16/03/2021
8905,32,583,53,08/02/2020
8906,31,287,44,19/12/2022
8907,77,731,140,20/08/2022
8908,100,653,119,27/04/2021
8909,71,847,67,05/06/2021
8910,68,275,287,01/07/2021
8911,47,540,144,07/09/2021
8912,47,648,190,20/10/2021
8913,81,297,101,14/03/2021
8914,62,172,24,08/02/2022
8915,53,607,135,02/06/2022
8916,73,604,288,14/12/2020
8917,70,387,268,16/05/2021
8918,84,953,69,01/04/2020
8919,89,804,294,02/05/2022
8920,58,591,37,17/05/2021
8921,68,947,224,18/12/2022
8922,22,574,225,20/06/2021
8923,53,918,292,12/06/2021
8924,81,694,20,11/03/2020
8925,13,466,256,19/02/2022
8926,72,652,128,11/07/2021
8927,36,890,146,01/03/2022
8928,39,776,202,14/09/2022
8929,55,894,177,07/06/2021
8930,64,641,24,24/01/2020
8931,9,990,281,07/12/2021
8932,84,230,250,15/03/2022
8933,87,196,283,30/10/2020
8934,20,330,24,16/06/2021
8935,6,173,29,11/08/2021
8936,15,315,40,03/04/2020
8937,94,623,99,05/10/2022
8938,33,388,140,06/03/2022
8939,19,255,269,25/09/2020
8940,68,418,291,20/02/2022
8941,27,617,219,08/12/2020
8942,22,351,33,31/10/2021
8943,50,871,86,17/09/2020
8944,78,929,111,04/12/2022
8945,15,450,195,16/10/2022
8946,33,877,228,11/07/2020
8947,91,527,82,15/10/2022
8948,5,242,45,15/02/2020
8949,90,529,185,18/10/2021
8950,76,798,109,06/11/2020
8951,82,936,286,22/10/2022
8952,99,596,79,14/03/2021
8953,98,217,28,04/08/2021
8954,99,535,63,07/08/2022
8955,46,283,101,30/12/2020
8956,85,930,126,06/11/2021
8957,21,555,70,22/04/2021
8958,99,975,283,06/12/2020
8959,95,861,272,31/12/2021
8960,14,935,4,05/04/2022
8961,16,438,95,27/09/2020
8962,54,869,92,30/10/2021
8963,18,513,46,28/11/2020
8964,26,302,148,18/11/2020
8965,66,871,180,26/04/2022
8966,43,736,264,03/08/2021
8967,47,595,193,09/01/2020
8968,99,667,35,26/08/2020
8969,86,307,28,10/01/2021
8970,94,661,216,29/07/2020
8971,79,569,293,15/02/2022
8972,39,639,244,05/05/2020
8973,5,549,249,06/11/2020
8974,70,435,280,09/11/2020
8975,27,828,148,15/04/2020
8976,5,200,188,09/10/2022
8977,43,215,147,14/02/2022
8978,18,948,226,28/05/2020
8979,84,552,222,14/11/2021
8980,79,602,217,10/09/2020
8981,12,680,125,25/05/2021
8982,11,852,179,02/10/2020
8983,40,768,149,12/05/2021
8984,42,447,171,26/02/2021
8985,6,281,246,11/02/2020
8986,81,278,284,27/12/2020
8987,100,301,205,14/01/2022
8988,28,439,48,28/04/2021
8989,59,786,103,31/05/2022
8990,17,336,173,30/06/2022
8991,51,221,160,02/12/2020
8992,9,712,184,07/12/2020
8993,46,429,90,21/07/2022
8994,71,409,253,14/03/2020
8995,71,758,69,15/02/2021
8996,97,899,187,02/08/2022
8997,36,537,169,01/07/2021
8998,76,389,97,28/10/2021
8999,95,224,181,23/11/2021
9000,24,676,107,16/09/2021
9001,38,815,159,18/12/2021
9002,8,663,293,04/02/2022
9003,42,783,196,25/10/2021
9004,18,577,140,07/11/2022
9005,34,158,178,05/07/2022
9006,71,161,123,15/06/2022
9007,41,175,86,02/06/2022
9008,7,562,259,13/10/2022
9009,64,815,68,14/10/2022
9010,29,649,191,03/04/2020
9011,29,787,59,07/03/2020
9012,86,916,189,25/10/2020
9013,25,819,81,23/12/2020
9014,75,993,236,15/09/2021
9015,58,758,227,17/12/2021
9016,99,663,93,08/01/2022
9017,19,977,239,08/02/2022
9018,10,330,289,05/06/2022
9019,13,670,180,27/07/2022
9020,63,815,135,26/10/2021
9021,42,512,269,07/04/2021
9022,24,167,72,03/05/2021
9023,29,700,265,22/02/2020
9024,37,742,243,12/09/2020
9025,3,567,213,27/01/2020
9026,28,381,119,14/04/2021
9027,100,412,79,19/02/2021
9028,51,804,44,27/08/2020
9029,22,903,109,10/01/2022
9030,20,592,180,24/05/2021
9031,5,541,96,06/05/2020
9032,8,927,258,11/10/2020
9033,35,685,235,11/05/2022
9034,70,832,177,10/03/2020
9035,73,702,149,23/06/2022
9036,4,882,23,01/07/2020
9037,87,475,280,18/10/2020
9038,41,548,143,10/03/2022
9039,7,172,177,16/07/2021
9040,64,737,282,22/03/2022
9041,5,852,223,04/01/2020
9042,48,528,75,21/03/2021
9043,16,348,164,07/07/2020
9044,30,394,282,02/04/2021
9045,63,176,231,27/04/2021
9046,67,949,186,27/02/2020
9047,98,291,164,27/08/2022
9048,61,870,59,23/03/2020
9049,40,362,235,23/02/2021
9050,68,974,165,26/03/2020
9051,13,309,115,10/01/2020
9052,4,777,130,16/03/2022
9053,69,765,141,12/06/2022
9054,48,714,42,09/07/2020
9055,2,998,231,29/06/2020
9056,48,527,81,08/09/2021
9057,76,426,283,24/06/2022
9058,63,332,29,11/12/2021
9059,22,345,127,04/05/2022
9060,92,233,35,04/06/2020
9061,24,445,26,20/12/2020
9062,74,928,63,01/06/2021
9063,33,364,231,14/01/2020
9064,46,485,200,19/11/2020
9065,43,804,146,11/11/2021
9066,93,500,160,01/02/2021
9067,95,291,208,06/01/2020
9068,64,495,130,24/09/2021
9069,43,782,137,09/09/2022
9070,25,848,298,07/08/2022
9071,61,380,298,18/06/2021
9072,58,829,82,28/10/2021
9073,8,277,195,06/05/2021
9074,69,557,95,31/07/2020
9075,90,962,24,04/01/2020
9076,36,544,54,12/09/2022
9077,40,693,242,22/03/2020
9078,2,858,266,21/10/2022
9079,34,349,25,02/06/2022
9080,18,536,260,29/06/2021
9081,31,233,141,27/07/2021
9082,52,791,73,09/06/2022
9083,92,797,202,01/02/2021
9084,73,478,256,17/08/2022
9085,46,679,290,22/01/2021
9086,75,147,103,17/01/2021
9087,17,149,255,06/04/2022
9088,82,301,230,02/05/2021
9089,46,517,139,08/02/2021
9090,38,494,217,23/12/2021
9091,52,876,115,11/06/2021
9092,49,257,202,13/06/2020
9093,16,974,191,28/08/2022
9094,1,350,261,21/11/2021
9095,39,763,269,04/10/2020
9096,91,751,285,16/08/2020
9097,49,157,136,25/08/2020
9098,31,413,281,31/12/2021
9099,88,219,92,03/02/2022
9100,38,625,62,09/12/2022
9101,73,726,161,12/06/2022
9102,93,775,287,06/05/2022
9103,52,844,272,01/11/2020
9104,82,433,79,14/04/2022
9105,62,269,240,25/10/2021
9106,53,340,92,09/06/2020
9107,25,472,158,24/04/2022
9108,80,834,270,02/01/2021
9109,21,374,131,25/12/2021
9110,39,325,6,31/05/2021
9111,25,368,285,02/11/2022
9112,16,785,186,02/12/2022
9113,18,691,233,18/06/2020
9114,63,581,294,20/12/2020
9115,74,575,99,11/09/2022
9116,57,875,283,02/12/2020
9117,33,998,97,15/03/2022
9118,13,765,193,13/03/2021
9119,51,239,117,28/05/2020
9120,47,532,74,28/03/2021
9121,70,990,279,11/10/2022
9122,64,811,67,08/06/2020
9123,53,961,3,02/10/2020
9124,63,715,72,28/08/2020
9125,75,670,78,01/07/2021
9126,18,222,202,26/06/2022
9127,30,744,69,05/11/2022
9128,68,926,111,02/02/2021
9129,24,378,183,25/06/2020
9130,38,311,275,08/07/2022
9131,14,894,232,31/05/2020
9132,61,363,144,01/06/2020
9133,43,931,198,18/05/2020
9134,60,370,292,23/12/2022
9135,54,190,292,19/04/2022
9136,86,390,288,02/08/2022
9137,48,753,2,25/09/2021
9138,23,403,172,04/02/2022
9139,39,312,114,15/03/2022
9140,52,576,155,15/05/2020
9141,9,616,10,11/05/2021
9142,33,276,261,24/03/2020
9143,13,475,98,24/03/2020
9144,19,401,116,12/03/2021
9145,21,942,125,26/10/2020
9146,27,623,168,16/03/2021
9147,99,541,168,09/10/2022
9148,2,725,171,12/01/2021
9149,10,924,138,01/02/2022
9150,73,800,191,09/04/2021
9151,88,738,96,03/05/2022
9152,26,778,30,14/09/2021
9153,99,552,169,17/12/2021
9154,50,188,133,03/06/2021
9155,3,197,95,18/01/2022
9156,14,923,294,18/06/2022
9157,31,227,94,20/05/2020
9158,14,689,145,25/11/2022
9159,13,878,215,05/05/2021
9160,10,584,208,22/01/2020
9161,24,213,45,28/01/2022
9162,48,162,186,12/11/2022
9163,70,855,200,08/10/2020
9164,17,232,150,25/06/2022
9165,49,376,297,13/04/2020
9166,37,937,288,24/06/2022
9167,11,811,220,20/02/2020
9168,44,459,297,20/07/2022
9169,17,718,11,23/09/2021
9170,70,257,213,24/05/2021
9171,19,296,141,17/04/2021
9172,32,181,108,23/06/2020
9173,58,850,208,12/10/2020
9174,15,722,218,15/04/2022
9175,44,496,138,19/10/2020
9176,16,653,292,16/05/2022
9177,9,303,205,24/10/2020
